sentences,value
hakim lucu makan gizi sisa local standup day kemaren,0
burik kl diaplot,0
terima kasih jokowi manfaat kpd rakyat ttd cebong somplak,1
urus monyet broken home kaga gitu dipukulin temen kaya raya h,1
rabbi israel kulit hitam monyet picu kecam keras,1
bikin frame cebong banget,1
gatau taplak meja rumah bentuk kaya gitu,0
brisik bistu brisik lbh brisik bacot tolol anjing manusia,1
on the road kristen stewart om robet doni jr,0
bos kacung otak kok,1
otak dungu,1
kritik jokowi anggap nyinyir ama bani kolam mrk kritik ujung hrs dukung periode kritik tp dukung nyinyir haram definisi kritik ala cebi nalar rusak parah,1
emang sblm wilayah palestina kosong palestina adl salah propinsi khalifah turki ustmani turki hancur krn sekongkol yahudi dukung ronta kemal attaturk,0
ampun jd sengawur dosa allah segitunya ngebelain dajjal,0
gus ipul jadi madura pusat ekonomi syariah jawa timur,0
ayuh blok komunis teamrayarusia,0
tonton hina intimidasi tetep dateng bandung,0
mood ngantuk kena bljr sbb bsk exam ni mouse nda function kena ampas pen putus kena kasi patah,0
kira prabowo lucu ngelawak lwat novel fiksi ghost fleet lbih lucu zul tpi jg palimg bego,1
masak eh ajak ngentot sial,1
banci thailand mah cegan oppa,1
goblok loe beda cong,1
kampung nagita slavina reaksi ayu ting ting,0
kas ngerasa gakan masup tau masuk ekonomi salah pilih,0
mafia kelas kakap join maho,1
budaya kamoro sukses pukau publik swiss,0
laskar liar jahat kelompok jawara ambil tanah tanah milik tuan tionghoa laskar hitam,0
eh jancuk mana,1
sampe ngeliat kunti layang,0
pasti jokowisayangipapua,0
kalong bongkrek ampas,0
apaandah goblog,1
bajak bacot elu babi mending gelut,1
wilujeng beurang latar status sosial ekonomi pakai kena hias duniawi topeng embel belaka pd kulit jati benar,0
pilih presiden muslim singapura singapura negara kafir,1
takut mati lihat terroris pimpin takut mati tpi klian suruh mati bom bunuh goblok al bangsatdi takut mati,1
episode aeeee sepong sepongan mengentod,1
ooo pks fpi isl,0
kandung alkohol aman anak bayi aloclair plus finger off kemas sentuh langsung luka buat lidah buaya ekstrak kayu manis enak nyaman tid,0
tembak mati laku tiang pancang siap lap lapis klarifikasi ujung pecat anggota penjara bas institusi hormat rakyat laku,1
o pacar mantul v vicuw oknum e edan so sweet bener r nyempil lihat mail sayang vicuw o oalah beneran sayang s sayang i nama cinta s moga bahagia,1
mahasiswa fkm umi wajib budaya literasi,0
doi lg mnanti kontol mao masukin memek gatel,1
islam sontoloyo anna puasa bln syawal lebaranya bln suro raya setan laut selatan gunung kawi,1
burung dinosaurus nggak nama onta tenggelam,0
buku lawas tangklukan abangan tarekat bangkit agama jawa ahmad syafi i mufid halaman harga minat,0
jamban,0
anjir lucu banget animasi dewa,1
pinter bacot lawan bu sri,1
bapak ateis rem sebenernya,0
ava anjing dn monyet hadeh,1
berani minoritas pasrahh balas milik tuhan allah,0
ahok,0
partai bintang kuat posisi milu,0
woi bolot,1
nek ma call cakap bawak naslem sambal sotong aw aw lontong jayati shah alam nak mai hartamas rendam ayam haa masak kakk,0
tampak ekor monyet wajah manusia bikin heboh gan,0
hina ituu tukang sablon kaos,0
budaya demokrasi amerika serikat maju indonesia rakyat beda privat publik faham guna pesawat presiden lekat kpd lembaga presiden selamat aman preside,0
yeyy dpat cogan azar brondonglokal kontollokal kontol kontolbrondong prank,1
ulah pasu nasi kotak hmm,0
khalifah prof sunatullah pasti tuhan malaikat iri hati nggak tuju nama iblis tugas manusia sbg khalifatullah ambil hikmah bijaksana,0
ahoker takut mati gg disholatin tenang abu janda ust gadungan sholatin ahoker jokower,1
teraweh nyebar spoiler anjir anjir jancuk,1
cebong ancam musnah,1
bilang kampung hidup roda ekonomi beda hibur,0
belgium england menung jamban game ni,0
lihat beda paham islam gus mus ba asyir isi quran,0
nak tanding paling struggle nampak kejar validasi tu stres kerja announce gila ah dah tua bangka akal benak belia darjat ko,1
kom rapat ahmadi nur dapil pagu anggar dpr,0
betoi maqbul khaleel pelita kayu la kedai mamak harga yahudi,0
ni gera kntl bela chibi anzing,1
nanya serius mbah meng iya maen film kafir cerita tarik sesuai hati nurani,0
style favorite sihh wkwkwk mode dogu dok beneran dahhh exp expect sehhh lucu gemeshh wkwk agk greget karna allah cupu woyy wkwk ngakak lahhh taxidriver taxidriver ep https t co sbyz pg,0
klo jaman dki main isu cina kapir cina kapir keluarga ono silit eh sulit,1
nyinyir trussss dasar grup onta,1
jembatan fenomenal pandang fenomenal bravoo presiden jokowi bangun jembatan rakyatb rsamajkw,0
team onta yo o cap quda ora popo,1
pekanbaru ponakan tau kristen agama batak gereja ibadah agama batak peluk agama kristen agama tugas guru agama pekanbaru yah,0
tuju hati logika hati tenang logika hati sedih ku cari wasiat beliau tinggal asing asing mata manusia duhai,0
iya bandingin bucin banget asw pantes digosipin,1
katolik coba,0
nyoba nimang nimang gemdong anak madep sangga bokong leher nyaman nang kejer ybs langsung kampung buka pintu kamar masuk,0
kualitas ustad kaya goblog banget banyak makan micin neh jokowi singkat joko widodo,1
anak papua gendong rebu anak papua jadi anak asuh,0
sumpah puasa jam sore langsung otak pentium lot najis meeting sampe coel coel bengong sahur ngga hahahaha,1
katolik flores timur sebut panggil allah bapa sebut allah bapa rera wulan tanahekan rera matahari wulan tanahekan bumi,0
lho klo kristen nyimpen mp hp,0
kena lapet woe https t co lno svz,1
bani kampret dungu kontrak stop sanggup gaji ribu kariawan sanggup beli alat super canggih untk gali emas dsana ujung nyalah perintah,1
memek becek,1
mas baca sana aqidah baca komentar tweet gus saudara non muslim komentar kristen nusantara hindu nusantara mas moga memb,0
mbah soleh miras oplos lari warga akibat ekonomi sosiolog ui paulus wirutomo sebut masalah ekonomi,0
link asli indo nonton ngaceng apalgi download full video,1
agenda yahudi hati,0
kurir req bayar transfer diiyain req chat nganter paket dilakuin meanwhile sender lupa bales chat read lupa nyiapin saldo req transfer mikiro posisine neng kene sopo seng nggateli,1
oh paham cewek cadar cerita kali yak kasih cerita ngasih minum anjing melihara anjing elu paham kgak dasar banci asli cowok nyamar cwek cadar,1
eh kunyuk ngembat dana umroh diem bagi,1
cucok langit bumi kampret cebong adem cebong,1
bijak kembali barang kpd konsumen barang rusak cacat produksi konsumen puas produk hitung tanggal beli hauzminiquiz hauzid,0
dah tahun barang coba jokowi ngapain dah presiden ngatasin banjir nggak gampang dah presiden kek bunyi cocot,1
cebong otak sak upil,1
gila sinar light laser rajam hidup cacat kulit comunity dukun nata endah sign indonesia raya rendah martabat hidup penuh kenistaaan hidup media,0
dekalarasi pilkada aman anti hoax karyawan bank bri jabon,0
anut agama buddha ajar agama islam kristen hindu konghucu like her parents agama dunia buruk ajar agama,0
hey balik insiden heli jatuh pt imip kerja wna cina,0
cina wni dukung prabowo langsung auto arab,0
x rg al quran emang al quran kitab suci x yakin maksud gitu ahok nista agama lho x woy bohong dasar kapir,1
masuk kelab malam etika pakai masuk masjid terang papar etika pakai langgar pergi iran kelambu paham adab budaya beza adab nampak sgt sakit k,0
ahok keok taipan ngancam lengser reklamasi gagal negara atur jongos meneernya hadeuuuh sontoloyo,1
tua suka ngibul kok sontoloyo,1
god sus allah agama onta pikir keren ciee god tuhan universal inggris google,0
bagus bukti lapor bahas potong akbar faizal beda fiksi fiktif,0
a tepat tanggal september affu indosiar timnasday,0
pasang jepret racun tikus coba perhati rumah sisa makan sera sampah cecer heran tikus tikus liar tikus masuk rumah tarik bau makan non,0
hahahaha gila ngomong cak micin biar otak loe encer cong ngomong ae ngawur muslim muslim silit babi,1
can relate syukur keluarga lengkap walupun is a lil bit messy sometimes cacat fisik nasib bagus,0
tahu ngaku maksa penjara bajing kedok agama,1
sumpah anjir kesel bat gwa yaallahh,1
anies ombudsman wakil ombudsman republik indonesia ombudsman ri ombudsman wak,0
cacat salah sedikit sang wanita laku layan tahan hidup ngiang kepala i,0
laku projo sembah koreng https t co sibqyhuep,1
join sq mes gabakalan pilih followers puluh ribu butir ampas siiii istilah skrng,0
ruhut gila tun,1
gapernah dalam al quran bang pantesan mulut kaya kafir bejat hina farhatabbaslaw,1
aaaa ken banget entot bosen pake tangan dildo,1
masuk atm ngelihat kondom jatuh milik empunya buru ngempet eue lupa bawa uang ehe realbo realava,1
hahahahahah babi migraine plak tweet caring dkt babi ye lahh hg reply tweet lepas keluar brim td ni good timing,1
presiden paksa terap online single submission news jambi,0
wanita jawa sdh buang tradisi sanggul kebaya ntar lestari wanita tionghoa singapura malaysia pakai kebaya sono pakai anggap anggun,0
lgbt dunia habis deh manusia,0
gilir disodorin fakta cebong pd mingkem ttep bgi cebong die sengsara jg dkung dil otak udh kontaminasi gc mikir waras,1
noob peluang disakitin gede,0
sipit nda baca itu,0
bentar ketemu kika tetep ngobrol platform sinting banget,1
bangsad,1
wusu bom mentab rame ama doang ekwkwkw,0
syg ngeliat perempuan kyk gin status tp nemplok sm laki laki haduh nagita slavina blak blakan ayu ting ting kampung viva,1
nggak aduk mie goreng nasi uduk lontong kentang meandtheeseriesep,0
ronaldo pardede siswa smp katolik santo petrus kelas a b c,0
mas cebong kolam istana idup udh sekarat pd mati iq kolam cebong,1
eue wkkwkwkw,0
mbak meeting gapapa lha ajak meeting suruh bloon diam kayak patung miskom somplak,1
emang ken nikah muntah congor pake acara jijay jijay mampus disalty in,1
puisi sukmawati puisi sang iblis,1
dih ngaku pinter dr politik ngaca woyy tampang loe k k bego ckakakakak,1
iya eh sumpah tuth dikit doang ujung nyadarnya pas pulang patbingsoo pas bangun sahur edan dah hape,1
makcik bawang cakap student ambik kos ekonomi ni kos cika ni nak kabo membe lepas menang paper eco down and nak drop subject tu kos sedih tengok,0
oii turo bom kajakkk,0
bekas pabrik gula tjolomadoe karanganyar jawa ubah gedung tunjuk cagar budaya gelar konser gedung,0
sumpah nyesek anjirr kayak goblog banget percaya cihhh,1
bau tempik picu gatel https t co gzhqllril,1
dedi mulyadi tinggal identitas daerah jawa barat wilayah kaya budaya cirebon sunda galuh sunda betawi budaya hbdkangdedi,0
emang kontol bejat bat anjing goblok,1
cowo ngambek ampe hari asw jddnjdjdej galau genk,1
bodo sial anakk anjinggg maju syaitonn sweater mansoura,1
harap bahas konsultasi tingkat ulama cendekiawan muslim kerucut konsep watasiyat islam kriteria adab utama islam kttulama kttislamwasatiyyah indonesiabisa indonesiabertoleransi,0
transformer mobil ubah jd robot unbk pinter ubah jd haji bolot,0
senang koar kayak gitu biar rakyat cocot setan bingung hadap t tapjokowi,1
wajahx liat oon munafik sok pintar sok suci iblis,1
atheis abal pansos,0
umat mending jd kristen deh kl klaim umat ngikut pks rijik sihab,0
buaya darat sejati b napa a liat kaos lacoste sandal crocs celana kolor crocodile benerkan,0
kaum zionis sontoloyo,1
tolong onta nyanyi mulu semprot baygon,1
lokasi klenteng jalan panjaitan imlek klenteng tunjuk tari tradisional tionghoa kunjung ayokefestivalpesonabunaken,0
hahahaha bom komen weyh,0
sebab agama cacat hawa nafsu kendali hawa nafsu hr asyahaab,0
responden yangg goblok faham wartawan beritasatu goblok klo anies sandy pimpin mudah,1
imajinasi titit palanye yang bekas jaitan rapi bekas luka jepit resleting bengkok gemas,1
kampret markson sampe garuk kasur,1
pulang mama nanya pacar suruh main kesini yaelah ma anak gila gila ama kuriahh,0
jkowi makhluk bejad sejarah manusia detik depan buruk banding balik bikin ulah korban jahat atas uang,1
heran liat pintar tp jd bani onta liat b go,1
ternak hewan ternak cebong termul ternak buzzer hasil,1
emak jual bajing anak lacur,1
kentut wi jokowi dusta bohong hutang ditaktor otoriter ndeso,1
eh jujur bokong flins in game tuh mantep anjir lost in thoughts ngeliatin,1
jaja pemkab kebumen jateng kadin aseng bahas kawasan industri kecmatan tanah negara aseng,0
dikatain kafir komunis antek asing dsb,0
ihsg buka kuat level,0
ntar rw lurah camat bupati gubernur,0
burik iya gitu burik panuan kutu jamur hah emang rang ajar,1
sange aaaaaaaaaah memek gatel say pngen disruduk kontol retweet sayang pngen ngentot kuy,1
fenomena nation branding korea selatan citra girl band budaya konsumerisme abg tengah mikro bawah alias ayo,0
men sip uhuwww rasa mw brojol iya moga langgeng jgn tengkar kaya bom bom car moga panutan q baiq dah gubya mwaaaa,0
loe pura tolol mmg dungu tanda pilpres sdh junjung mu butuh suara ikut hrs salam indonesia raya,1
mohon cerah etika politik internasional sbg gubernur hub bilateral dg negara relevansi dg tugas wajib utk dki terimakasih,0
doang diginiin tahu laen bangke emang sinyal ganti telkomsel tp miskin,1
ngakak wkwkwkwkwwkwkwkwkwkwkwk bego,1
beneran sinting huf,1
bengkal tuan rumah pios mahasiswa kampus islam riau kepri,0
mls bau bandot,1
bego,1
mudah an ketemu babi iwan bopeng tps anjing ahok,1
ngepal kntl enak,1
telanjang kena lahir mantan tawan palestina nadia al khaiat cerita alam penjara israel gambar laku manusiawi alam tangan sipir israel https t co siuapzu,1
nikita mirzani pake hijab ngomong cebang cebong fantasiin doi bom uh ah cokorers,1
damping presiden joko widodo temu ulama wilayah jawa barat selasa kemarin presiden ajak ulama perintah sejuk suasana jelang pilkada serentak jokowicintaulama jokowiajakulamase,0
ekspresi porno sange dukung karya ken orgasme kritik pornografi norak goblok,1
malam bloon aje salah wkwk,1
presiden jokowi gamelan sekolah presiden joko widodo memeberikan gamelan,0
sak karepmu lit silit,1
calon calon dimarahin bos langsung resign cupu,1
nama jg kecebong anak kodok skrg jg presiden hadekh presiden planga plongo,1
tahun ratus masyarakat adat baduy serah hasil panen seba serah bapa gede bupati lebak gubernur banten sebabaduy,0
oh sibuk tambah promosi hoax kampret laah nomor daftar biar ganti nomer sibuk promosi hoax,1
film dono,0
presiden jokowi apresiasi model kerja bisnis proyek bijb kertajati,0
emng anjg sarap pusing liatny,1
ah borjong langkeap,1
kadang kontol manis kadang asem,1
hapus teroris islam efektif alquran kitab teroris,1
bacolin temen tobrut tobrut,1
dlu jaman kuliah menu dr ampas enak magelang masak mz,0
cowo gantle gantle nama banci,1
nurul arifin hidup budaya sunda,0
cocot diem komplot tkng ngalus ama pelakor dukung,1
tunggu komando imam bejat cabul taik beer ape bawa ulama dasar banj sempak,1
batal putus sikap syahrir ubah cegah tokoh partai tionghoa indonesia teguh,0
anti kritik kontol mu bangsad idiot hate speech,1
loe bong denger jerit tani denger jerit tani garam jgn loe bolot akut perata loe maksud bong mohon segera bersihin kerak otak lumpur loe sdh era,1
tom brady smp orgasme ngeliat play pantes cere sm istri ni sange sm good football,1
loh biar sarap nambah,1
picek mata,1
asli iq jongkok masak oposisi bangun mana tugas oposisi nyinyir perintah kecuali negara komunis nggak nyinyir,1
kunyuk ngapain,1
stw singaraja suka kontol,1
lempar bom untung nggak mati,0
inti pks mesti salah benerpun salah otak cebong ttp gantipresiden,1
bang hancur merka bang musnah china babi bumi pertiwi indonesia kedok reklamasi ahok,1
geblek nguakak anjyr wkwkwkwwkkwkwkwkwk,1
jamu last supper kristen salah murid yesus khianat yudas duduk kursi yesus salib jumat konon jumat hawa goda adam buah larang,0
kalah suara salah jaman jokowi oke bilang mundur haha kampret,1
yeu kunyuk mt kaga bales sok suci cuih,1
sdh desak hancur kampret kian lemah dn terdegedrasinya elektabilitas junjung mohon istilah cebong dn kampret terus stop dsr kampret krn pepet akibat mencret,1
hahahah takut kejut budaya,0
salah,0
sedia rabu wib periksa saksi lapor sidik unit terorisme ditreskrimum polda jatim pd duga noda agama sukmawati kendala periksa tunda esok,0
tahu ganti sahabat patrick suka idiot hilang spongebob,0
mulut buaya mah,0
settingan milih yoj kek nyemplung got bego,1
dipamerin toket tobat deh manusia,1
adu allah pimpin bejat bangsat bajing taubat allah jalan allah,1
alot keluar sertifikat halal komponen mikro tengara sentuh asal babi alami dekomposisi molekular atomik cap haram najis alami proses dekomposisi molekular rame,0
gus ipul mbak puti komitmen tingkat perhati kaum anak gusipulputi,0
titip salam terimakasih undang,0
indonesia dibully bener salah binatang nomor dibiarin liar matanajwadebatjakarta an,1
kh ma ruf ngomong belaga budek belaga pilon nyundul gantipresiden goblok banget t tapjokowi t tapjokowi,1
thaqeef jdt alya spek bulat tudung ala ala ustazah sekolah agama,0
ak gubernur bank minta pecah uang cetak wajah,0
ndasmu kene sek babat anjg,1
wkwkwkwkwkw asu hewan prasejarah susah banget bang kocaakk https t co fztckjpfy,1
loh iya unamenya asing,0
barusan dongo dongoin motor klakson tubi lampu merah woy dongo brisik norak pas nengok tau temen smp chaink nang nganti metu eluh getih puteeeh,1
nemu tulis banking for non bank urus bank indonesia urat nadi ekonomi bikin ngurut dada sedih sebel nahan marah salah professional perban,0
mata sipit,0
meet sm chatnya bilang nnti bensin gantiin karna jarak km pas udh ketemu boro ganti anjirt geli sumpah sm humu humu gaytegal muka jelek gendut item najis liat foto jahat bnget filter,1
jelang pilkada anggota polsek tegalrejo polres magelang sambang dds tokoh agama,0
janji jokowi menang mal pkl pasar tradisional,0
bangsat wakil rakyat mulut bangsat monyet wakil rakyat mulut monyet babi wakil rakyat mulut babi anjing wakil rakyat mulut anj,1
rp haneul cute rlnya perek on retweet,1
jancuk kw zonk,1
pergi mampus,1
tindak soemantri jabat negara nama negara penuh undang usaha swasta asing patut freeport,0
yah sekian pandang awam wkwwk lg cuman pandang awam gaada riset riset tai kuching apa have a good day,0
moga koalisi bs bijak dlm tentu calon wakil presiden damping ps pilpres saran hrs partai koalisi tokoh lbh jual milik nilai elektoral ayo legowo,0
daiping mampus junedi,1
ntral deh ngerti inti dukung presiden krn pimpin negeri sah pakdhe jkw hina fitnah pimpin pakdhe jkw,0
islam twitter nak juang bebas dosa kafir tu make sense ban korang islam juang bebas dosa ni sembah allah swt sembah nafsu sembah human rights dajjal zaman,0
sori cung spt bani kacung ngayal sampe ekonomi roket khayal hahahahaha,1
guru nanak ajar spiritualitas sifat universal krnnya dlm ajar islam hindu dsb banyak duduk adab sindhu hindu sjk beliau terima jalan krn beliau panggil allah,0
sby ngapain tuh gelo,1
ngentod yuk,1
inget pipis onta liat wajah,1
mau indonesia singapura kasih cina kuasa dasar cebong otak reklamasi brekekekekek,1
edan yo iso ngerti id card barang leh ngasi saut hahaha,1
ngeri bangsa pki biadab bangkit tolak bubar,1
tante vero kejo hoaks tuh kampret,1
gausah spoiler bangsad,1
hubung geblek,1
katolik alas orangtua,0
say enak jilmek memek mulus memek lebat bulu bikin sensasi,1
prlu bntu an siap dbwh memek mbk,1
emang onta,0
sahabat pulang dr papua kerja disalh kontraktor mngerjakan infrastruktur sdang bangun beliau cerita bnyak bagmna jauh ketinggaln rkyt papua dibnding wilyah negeri syukrlah pk jkwi jd presid,0
sarap jul bntr sirosis,1
bgst bintaro komunis ubah,1
terima order honor pikir hati bani salah dosa tanggung klu pikir bani yani laku honor hsl p,0
lulus uec ramai la cina x ret cakap melayu,0
politisasi radikal ciri khas komunis,0
lomba seni tari vocal bangun semangat sama,0
ngejelek jelekin belakang depan nyali yah situ banci hahaha,1
sipit ah,0
doa hilang marah a uzubillahi minasy syaitanir rajim allahummagfirli zanbi wazhab gaiza qalbi wa ajirni minasy syaitanir rajim maksud allah ampun dosa hilang panas hati lepas syaitan kutuk,0
manggilnya jgn pelan mbak cebong budek smua,1
pancing pancing urus nista bicara paham ttg fiksi kitab suci,0
c hubung ahli bicara pimpin agama exorcist exorcist tentu perilaku roh bantu sang exorcist ktz,0
amin raisin sertifikat bohong akusisi saham frepot bahong mulut pantat onta ndower,1
festival pesona tambora angkat eksotisme alam budaya dompu bima,0
jatuh tinggi hidup cacat inu karunia kepala alami darah otak dokter operasi alhamdulillah,0
nanya bang lambang telor cebong,0
ganti rezim kacung cebong mah gitu,1
ewe ewe hadiah,1
rugi timbul rupiah rupiah nilai harap beli minyak rupiah tukar mata uang asing jual jual barang dagang hening,0
ken benget jilet memek,1
burung indonesia bubar kerbau indonesia kuat bener monyet gimana nasib negeri nyet wkkkkwkk tongseriusteuingah rieuttt,1
pilkada damai aman damai martabat,0
kom menkumham md hak imunitas debat uu pilkada sdh ketok palu dekat presiden sdh keluar perpu md presiden keluar perpu tp tandatangan sy,0
ayo ngentot ma,1
bodo perangai matang langsung ingat dah ni perangai ubah dah,1
sarap ni,1
revolusi emang keren ai lisa amuk bikin termul klojotan kek celeng bisul cerdas termul tow,1
memek becek,1
ndak cacat arti it leaves scars on you but you can still heal from it ganggu relas pasang please see a psychologist konsul terapi,0
lawangsewu landmark kota semarang kenal turis lokal asing,0
nete tpi abang ggg,1
antek antek asing bela polisi asing hidup polri maju,0
jokowi indonesia masuk negara ekonomi kuat dunia,0
sukses pilkada hoax galerydiskominfometro kotametro kotametronews ayokedamraman,0
caci maki bilang boyband an ampas emosi bilang lol boyband an westlife,0
rak temen temen pinter kayak bloon bego begoin mempan,1
halaah gaduh spt bpk skr tenang lapak asai tinggal kue gerombol kemaren lapar maling susah rakyat parah,0
marah tp kasi sm udh kerja keras tnpa bacot tp didiemin kerja keras bacot mlh tmbh bau mulut,1
sompret nikah mulu bijimana ngerayu nyah yaa,1
edannnn vatikan blokir situs umat katholik,0
koalisi pakai hati cuci tangan gandeng topeng rombeng tutup koreng nenek sihir sibuk sisir nama belia nama dunia haus ilmu cinta jatuh jatuh biru biru merah janga,0
jijik bodoh,1
sungguh cinta buta lumpuh logika mario teguh,0
gaya beruk preman kampung klo mantan supir tembak metromini masuk dpr kampung debat ngajak rantam,1
serius nenek moyang tuh rerata telanjang tetek gondal gandul bikin pake baju gin bule jajah kocak noh bule bebas gilir indo tutup sampe pikir,0
tangkap langsung bebas krn lucu najis,1
bubar kpk busuk,1
buaya darat laden paling brengsek sehat,1
coba cek usaha non chindo suka ngemplangin pajak nggak kaya sipit sipit nggak kalah spesies diserokin pajak lumayan musuh indonesia gin latar belakang agam,1
undang ulama kondang biat ulama an utk bentuk opini masyarakat bhw ulama sdh suarang dukung mukidi walaahh kuno sigunakan dasar cebong,1
sinting pesepakbola jual bahan kimia,1
mantaf mmknya jd peng jilmek ni,1
daftar sanata dharma jogja nes tp katholik,0
eh kunyuk udh kuliah lohh kmu anak sma,1
gila manusia bejad lahir bathin maksiat muka syariat tuhan rusak hina duuhhhh gustiiiiiiiiiiiiiiii,1
sipit sipit in biar senang hati dedeq,0
anies rangkul satu spt ente dangkal cekak intelektual budak ahok kafir,1
djarot gubernur sisa jabat periode,0
ni kunyuk knp ributin kawin anak jokowi brp l make mah,1
maaf lupa bilang peran ww villager dokter seer witch maaf noo,0
ihhh bego dah lesbi guaa,1
bom otak tai gatau msh byk dek dekan blm nem elah wjdjiqksks,0
sa nama akun kyk ndak asing cmn prasaanku doang,0
mana organ manusia benda asing organ manusia benda mati sabun,0
jokowi diktator muka ndeso hehehe,1
sm ngidupin group membernya wamil member asing jd bs promo,0
celeng hutan celeng pelihara tetap babi,0
takut rezim,0
kaya tri terang butuh dibangkitin yutuber selebgram bajing overexposed,1
perintah rezim prabowo suka pakai narasi asing antek aseng tetek benget kait asing asing asing antek asing https t co kuygqxb x,0
sayah mah bodo agama kaya kleaan pinter sayah ajar biar rugi,0
hina agama hahah otak model cebong kapir emang ngeles mulu nyata hina islam sok ngatain agama bawa data otak nyampe goblok cebong kapir banyak makan taik ah,1
pesimis bsa pidana uu md gtu lho iy to,0
sssst ribuuut bikin budek lihat ridhoi allah swt pimpin negara cinta titik,1
tebal banget bentuk memek tante,1
eh toilet fifis onta melipir indonesia lho gerombol mabok budaya arab jd kayak gitu,1
dismain zaman wali songo dng zaman skrng dlu zaman wali songo nusantara isi hnya hindu budha dn ateis mrk anti ajar islam brunsur islam utk mndkti msyrakt pda zaman dng nikah adat k,0
spirit mata bibir tipis kyk silit emang bacot jual kerja becus dki bikin amburadul keparat,1
nga rem teh maennya setan wqwq,1
islam kali masuk dibarus abad masehi nusantara hindu budha tp sebut islam nusantara barus duluan bilang,0
pake casio rin diameter bulet gitu bikin cungkring lupa serienya rusak,0
engga salah jalur hukum untung tai manusia ngomong coba ngomong tai nuntut ba,1
barat byk pimpin keceh nan pesona tp br kali cinta hidup presiden krn hati kerja tulus paket pk diskon jokowi periode,0
biadab rezim jokowi,1
gbs tidur pepek sakit saraf,1
alahhh lelaaa bohong post besok alas setan https t co c fcyc g,1
tanggap cuit indonesia presiden jokowi ejek antek asing aseng luar kagum krn sikap berani thd klaim rrc laut china selatan negara asia tenggara pd manut kl,0
astagfirullah mata noda kutuk ngert bokep,1
iyaa beli cas cas cuman cepet abis yassalam beli toko gatau kak normal cacat,0
informasi ledak kapal kapal berantas jaman rezim ledak kapal tetap hukum cek lembaga hukum hitung ikan laut t,0
goblog nyambung,1
ih pinter gembel anak,1
,0
bubar bangsad,1
bajing luka lady terima ganjar ratus kali lipat sanji,1
update ingat cuaca wilayah bangka belitung tgl november pkl wib prakirawan bmkg bangka belitung https t co ekewxfds n https t co gwksy jcex,0
untung temen kampus cari budget makan k warung langgan warung sd nasi ayam saus padang ples es teh campur sari kk sekali hedon semester pas ka,0
duduk motor gelisah bokong sakit,0
nggak kasihan pasu nasi bungkus baju kotak kotak bayar,0
remuk rengginang cocot ah,1
hidup ibnu ummi maktum kenal sbg cinta allah rasul riwayat tinggal rumah wanita yahudi hati sayang mulut henti hina cinta,0
eh wartawan selandia kampret berita kampret sebar wag konferensi pers,1
imam rapat saf lurus saf senior panggil junior masuk junior bodo senior,1
politik negara butuh partai komunis biar ujung bijak perintah minimal sosialis ye logika aset negara tangan privat,0
butuh laki setia laki bajing,1
copot darmin nasution menko ekonomi bodoh turun daya beli jabat,1
petamina rugi garuda rugi pln rugi kai rugi bumn untung devisit sungkan bilang jokowi presiden hebat gilir anak bisnis pisang goreng omset triliun percaya dungu,1
enak gitu doank ngewe donk,1
bangun infrastruktur utk topang tumbuh ekonomi kuat tumbuh atas,0
postingan x science filsafat dungu ampun,0
balas pakai pantun pergi jawa pakai baju lecek bawa nyonya cililitan serpong,0
usir fahri maling maling dpr,1
niat ken tidur adek asik mainin kontol gede koko main ngaceng enak kontol koko dek,1
bacot,1
perek mah,1
katolik nusantara,0
racun nete,1
dasar cebong goreng aku perintah becus kelola ekonomi selesai jgn tagar gantipresiden jadi kambing hitam,1
ateis percaya tengah surga neraka anget,0
cont nal asing tak bicara temu cocok buka pintu hati buka bicara hyura relasi cont,0
aww good luck suka pusing bahas budaya populer,0
kampang,1
sembako sertifikat ambil alih joko kasih kerja lempar lg gubernur,0
peran cacat,0
maklum kaum onta kok indo otak dengkul,1
mnggiring opini presiden mnang periode lawan prabowo sbnrnya lulus periode jd hati mrka bkn cebong tp mrka adlh agen ganda,1
perek,1
oprohingya terorist botak teroris budha,1
diri bloon dia peka amsyong inner left right join otak cenut cenut bom sebentar ledak tolong tolong kuat suka ngecodein dicodein pstmt param println rs teman,1
kampret kemaren cepet an beli jual online,1
langsung bilang bisa bacot doang koar belakang fak kecut,1
tas isi bom ditemuin semalem deket kosan tas isi alat sehat bikin geger bom berisik banget kemaren mobil polisi,0
dak bosnyo pusat punyo dananyo studio modalnyo bos manager band nyo sampe member band nyo pecah utak galo ontong idak ngrusak fisik samo ekonomi,0
awas budek musik pake henset yy,0
hmm ah ngakak kampret,1
pro rakyat aseng,0
tenggelam bocah kepala koreng maha sombong langit nangislaj keparat dlm wkt cepat,1
bahasaambon saran sebut malu anut agama kristen,0
curi sampin lelaki sekolah agama ni,0
cebong vs kampret skrg termul vs hewan liar,0
isu terpa feminisme rasialisme lgbt kaya film mulan frozen remake live action beauty and the beast tetep salah kuat film animasi disney pd lagu bikin tonton sing along sen,0
instagram fanyaclarisha wa entot brondong lokal enak jug entotanya dont forget r,1
love mindun antek antek,0
warga jateng lupa gantigubernur sudirmanida,0
mah dungu bin dongok dungu smpai operasi inteligen bikin anarkisme ribu massa trlibat anggota intel wes mutu blas modal cm mulut njeplak,1
sombong situ kampret cebong mah rendah hati rajin aji,1
